x,y,z,yaw,velocity,change_flag
-141.3310,-91.3166,0.0380,0.0114,11.5508,0
-140.2736,-91.2461,0.0375,0.0435,8.1566,0
-139.2084,-91.1009,0.0356,0.0958,9.4538,0
-138.1997,-90.9038,0.0349,0.1490,11.6211,0
-137.1727,-90.6440,0.0347,0.2049,13.6326,0
-136.2093,-90.3470,0.0347,0.2571,15.2174,0
-135.1634,-89.9675,0.0348,0.3116,16.6524,0
-134.0536,-89.4999,0.0349,0.3676,17.8782,0
-133.1347,-89.0563,0.0359,0.4151,18.6590,0
-132.2052,-88.5436,0.0359,0.4695,19.2106,0
-131.2977,-87.9701,0.0361,0.5282,19.1645,0
-130.4222,-87.3419,0.0362,0.5872,19.3596,0
-129.5759,-86.6502,0.0361,0.6491,19.6751,0
-128.7649,-85.8906,0.0361,0.7155,20.0041,0
-128.0011,-85.0604,0.0361,0.7880,20.2659,0
-127.3092,-84.1525,0.0362,0.8742,20.5016,0
-126.6937,-83.1742,0.0362,0.9640,20.7592,0
-126.1628,-82.1321,0.0363,1.0552,20.9914,0
-125.7235,-81.0341,0.0363,1.1468,21.2528,0
-125.3701,-79.8912,0.0363,1.2321,21.5206,0
-125.0949,-78.7140,0.0362,1.3079,21.7040,0
-124.8962,-77.5217,0.0364,1.3762,21.3035,0
-124.7546,-76.3952,0.0372,1.4235,19.3356,0
-124.6481,-75.3992,0.0374,1.4488,16.8700,0
-124.5503,-74.3499,0.0376,1.4658,13.7044,0
-124.4557,-73.2198,0.0378,1.4789,9.9140,0
-124.3885,-72.1671,0.0360,1.4948,10.3906,0
-124.3452,-71.1480,0.0343,1.5131,14.0539,0
-124.3137,-70.0415,0.0336,1.5304,17.5964,0
-124.2871,-68.9775,0.0343,1.5394,20.4209,0
-124.2513,-67.8243,0.0350,1.5398,20.7842,0
-124.2157,-66.6753,0.0358,1.5398,20.7145,0
-124.1800,-65.5217,0.0359,1.5398,21.4636,0
-124.1401,-64.2344,0.0348,1.5397,24.1115,0
-124.1081,-63.2014,0.0347,1.5397,25.3028,0
-124.0746,-62.1258,0.0348,1.5397,26.2931,0
-124.0434,-60.9995,0.0348,1.5417,27.6484,0
-124.0231,-59.8187,0.0348,1.5496,28.9133,0
-124.0143,-58.5827,0.0347,1.5600,30.2409,0
-124.0287,-57.2960,0.0348,1.5764,31.3763,0
-124.0658,-55.9661,0.0349,1.5946,32.3421,0
-124.1040,-54.6014,0.0351,1.6002,33.0799,0
-124.1446,-53.2162,0.0354,1.6008,33.2569,0
-124.1861,-51.8331,0.0358,1.6009,33.1787,0
-124.2277,-50.4535,0.0361,1.6009,33.0906,0
-124.2690,-49.0821,0.0363,1.6009,32.3593,0
-124.3078,-47.7957,0.0374,1.6010,29.8416,0
-124.3429,-46.5991,0.0381,1.6006,27.9407,0
-124.3708,-45.4697,0.0382,1.5974,26.5173,0
-124.3906,-44.3901,0.0380,1.5922,25.4837,0
-124.3991,-43.3484,0.0376,1.5839,24.6060,0
-124.3983,-42.3351,0.0373,1.5751,24.1108,0
-124.3969,-41.0189,0.0370,1.5706,23.4701,0
-124.3968,-39.7317,0.0368,1.5705,23.1671,0
-124.3966,-38.4404,0.0363,1.5705,23.5271,0
-124.3963,-37.1088,0.0358,1.5706,24.5694,0
-124.3961,-36.0619,0.0354,1.5705,25.6112,0
-124.3958,-34.9972,0.0356,1.5705,25.5073,0
-124.3956,-33.9350,0.0359,1.5705,25.4905,0
-124.3953,-32.8757,0.0361,1.5705,25.3768,0
-124.3950,-31.7857,0.0356,1.5705,27.2378,0
-124.3947,-30.5877,0.0345,1.5704,29.8865,0
-124.3942,-29.2862,0.0339,1.5703,32.2950,0
-124.3935,-27.8860,0.0337,1.5702,34.6269,0
-124.3927,-26.3911,0.0336,1.5701,36.8665,0
