x,y,z,yaw,velocity,change_flag
128.9152,198.9127,0.0361,2.9019,47.1834,0
127.6379,199.2098,0.0361,2.9165,47.2367,0
126.3549,199.4881,0.0361,2.9313,47.2856,0
125.0665,199.7471,0.0361,2.9465,47.3304,0
123.7732,199.9866,0.0361,2.9620,47.3708,0
122.4754,200.2065,0.0361,2.9774,47.4058,0
121.1735,200.4070,0.0361,2.9927,47.4375,0
119.8679,200.5880,0.0361,3.0077,47.4653,0
118.5590,200.7495,0.0361,3.0226,47.4903,0
117.2473,200.8926,0.0361,3.0370,47.5177,0
115.9330,201.0185,0.0361,3.0502,47.5474,0
114.6163,201.1287,0.0361,3.0622,47.5808,0
113.2976,201.2246,0.0361,3.0728,47.6175,0
111.9769,201.3069,0.0361,3.0827,47.6558,0
110.6544,201.3778,0.0361,3.0913,47.6982,0
109.3304,201.4433,0.0361,3.0962,47.7427,0
108.0049,201.5050,0.0361,3.0981,47.7870,0
106.6781,201.5638,0.0361,3.0989,47.8311,0
105.3499,201.6213,0.0361,3.0991,47.8748,0
104.0206,201.6780,0.0361,3.0992,47.9179,0
102.6901,201.7346,0.0361,3.0992,47.9603,0
101.3584,201.7910,0.0361,3.0992,47.9975,0
100.0260,201.8466,0.0361,3.0997,48.0109,0
98.6941,201.8992,0.0361,3.1016,47.9499,0
97.3657,201.9476,0.0362,3.1048,47.7747,0
96.0437,201.9910,0.0363,3.1089,47.5031,0
94.7301,202.0286,0.0365,3.1135,47.1647,0
93.4267,202.0600,0.0366,3.1183,46.7804,0
92.1342,202.0836,0.0367,3.1240,46.3650,0
90.8534,202.0989,0.0368,3.1303,45.9318,0
89.5848,202.1059,0.0368,3.1369,45.4898,0
88.3285,202.1045,0.0369,-3.1395,45.0444,0
87.0845,202.0964,0.0369,-3.1336,44.6005,0
85.8528,202.0834,0.0369,-3.1293,44.1594,0
84.6334,202.0650,0.0370,-3.1256,43.7213,0
83.4262,202.0413,0.0370,-3.1216,43.2890,0
82.2314,202.0157,0.0370,-3.1190,42.8211,0
81.0516,201.9893,0.0370,-3.1180,42.2179,0
79.8917,201.9623,0.0372,-3.1176,41.4258,0
78.7568,201.9353,0.0374,-3.1175,40.4533,0
77.6516,201.9087,0.0376,-3.1174,39.3180,0
76.5799,201.8828,0.0379,-3.1174,38.0745,0
75.5438,201.8577,0.0381,-3.1173,36.7670,0
74.0590,201.8217,0.0384,-3.1172,34.7512,0
72.6585,201.7876,0.0385,-3.1171,32.7284,0
71.3414,201.7554,0.0386,-3.1170,30.7402,0
70.1058,201.7251,0.0386,-3.1170,28.8115,0
68.9488,201.6966,0.0386,-3.1169,26.9696,0
67.8637,201.6698,0.0385,-3.1168,25.3562,0
66.8383,201.6445,0.0382,-3.1168,24.0611,0
65.5450,201.6124,0.0378,-3.1168,22.7287,0
64.3205,201.5820,0.0375,-3.1167,21.6499,0
63.1409,201.5527,0.0371,-3.1165,21.1149,0
61.9634,201.5233,0.0365,-3.1167,21.6392,0
60.7282,201.4925,0.0357,-3.1167,22.8887,0
59.4266,201.4602,0.0354,-3.1168,23.9749,0
58.4188,201.4351,0.0354,-3.1168,24.2850,0
57.4102,201.4101,0.0358,-3.1168,24.0406,0
56.1183,201.3781,0.0367,-3.1168,22.6466,0
54.9167,201.3475,0.0373,-3.1167,20.9143,0
53.8228,201.3105,0.0378,-3.1114,18.8441,0
52.6059,201.2482,0.0369,-3.0969,16.7126,0
51.5116,201.1608,0.0369,-3.0758,15.0330,0
50.3439,201.0297,0.0369,-3.0470,13.3485,0
49.2531,200.8711,0.0361,-3.0177,13.5575,0
